,0
C85,1
,0
C123,3
,0
,0
E46,6
,0
,0
,0
G6,10
C103,11
,0
,0
,0
,0
,0
,0
,0
,0
,0
D56,21
,0
A6,23
,0
,0
,0
C23 C25 C27,27
,0
,0
,0
B78,31
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
D33,52
,0
B30,54
C52,55
,0
,0
,0
,0
,0
B28,61
C83,62
,0
,0
,0
F33,66
,0
,0
,0
,0
,0
,0
,0
,0
F G73,75
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
C23 C25 C27,27
,0
,0
,0
E31,92
,0
,0
,0
A5,96
D10 D12,97
,0
,0
,0
,0
D26,102
,0
,0
,0
,0
,0
,0
,0
C110,110
,0
,0
,0
,0
,0
,0
,0
B58 B60,118
,0
,0
,0
,0
E101,123
D26,102
,0
,0
,0
F E69,128
,0
,0
,0
,0
,0
,0
,0
D47,136
C123,3
,0
B86,139
,0
,0
,0
,0
,0
,0
,0
,0
F2,148
,0
,0
C2,151
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
E33,166
,0
,0
,0
B19,170
,0
,0
,0
A7,174
,0
,0
C49,177
,0
,0
,0
,0
,0
F4,183
,0
A32,185
,0
,0
,0
,0
,0
,0
,0
F2,148
B4,194
B80,195
,0
,0
,0
,0
,0
,0
,0
,0
,0
G6,10
,0
,0
,0
A31,209
,0
,0
,0
,0
,0
D36,215
,0
,0
D15,218
,0
,0
,0
,0
,0
C93,224
,0
,0
,0
,0
,0
C83,62
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
C78,245
,0
,0
D35,248
,0
,0
G6,10
C87,252
,0
,0
,0
,0
B77,257
,0
,0
,0
,0
E67,262
B94,263
,0
,0
,0
,0
C125,268
C99,269
,0
,0
,0
C118,273
,0
D7,275
,0
,0
,0
,0
,0
,0
,0
,0
A19,284
,0
,0
,0
,0
,0
,0
B49,291
D,292
,0
,0
,0
,0
C22 C26,297
C106,298
B58 B60,118
,0
,0
,0
E101,123
,0
C22 C26,297
,0
C65,307
,0
E36,309
C54,310
B57 B59 B63 B66,311
,0
,0
,0
,0
,0
,0
C7,318
E34,319
,0
,0
,0
,0
,0
C32,325
,0
D,292
,0
B18,329
,0
C124,331
C91,332
,0
,0
,0
C2,151
E40,337
,0
T,339
F2,148
C23 C25 C27,27
,0
,0
,0
F33,66
,0
,0
,0
,0
,0
C128,351
,0
,0
,0
,0
E33,166
,0
,0
,0
,0
,0
,0
,0
,0
,0
D37,366
,0
,0
B35,369
E50,370
,0
,0
,0
,0
,0
,0
C82,377
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
B96 B98,390
,0
,0
D36,215
G6,10
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
C78,245
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
E10,429
C52,55
,0
,0
,0
E44,434
B96 B98,390
,0
,0
C23 C25 C27,27
,0
,0
,0
,0
,0
,0
A34,445
,0
,0
,0
C104,449
,0
,0
C111,452
C92,453
,0
,0
E38,456
D21,457
,0
,0
E12,460
,0
E63,462
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
D,292
,0
A14,475
,0
,0
,0
,0
,0
,0
,0
,0
B49,291
,0
C93,224
B37,487
,0
,0
,0
,0
C30,492
,0
,0
,0
D20,496
,0
C22 C26,297
,0
,0
,0
,0
,0
B79,504
C65,307
,0
,0
,0
,0
,0
,0
E25,512
,0
,0
D46,515
F33,66
,0
,0
,0
B73,520
,0
,0
B18,329
,0
,0
,0
C95,527
,0
,0
,0
,0
,0
,0
,0
,0
B38,536
,0
,0
B39,539
B22,540
,0
,0
,0
C86,544
,0
,0
,0
,0
,0
C70,550
,0
,0
,0
,0
,0
A16,556
,0
E67,262
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
C101,571
E25,512
,0
,0
,0
,0
E44,434
,0
,0
,0
C68,581
,0
A10,583
,0
E68,585
,0
B41,587
,0
,0
,0
D20,496
,0
,0
,0
,0
,0
,0
,0
A20,599
,0
,0
,0
,0
,0
,0
,0
,0
,0
C125,268
,0
,0
,0
,0
,0
,0
,0
,0
F4,183
,0
,0
D19,621
,0
,0
,0
D50,625
,0
D9,627
,0
,0
A23,630
,0
B50,632
,0
,0
,0
,0
,0
,0
,0
,0
B35,369
,0
,0
,0
D33,52
,0
A26,647
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
D48,659
,0
,0
E58,662
,0
,0
,0
,0
,0
,0
C126,669
,0
B71,671
,0
,0
,0
,0
,0
,0
,0
B51 B53 B55,679
,0
D49,681
,0
,0
,0
,0
,0
,0
,0
B5,689
B20,690
,0
,0
,0
,0
,0
,0
,0
C68,581
F G63,699
C62 C64,700
E24,701
,0
,0
,0
,0
,0
E24,701
,0
,0
C90,710
C124,331
C126,669
,0
,0
F G73,75
C45,716
E101,123
,0
,0
,0
,0
,0
,0
E8,724
,0
,0
,0
,0
,0
B5,689
,0
,0
,0
,0
,0
,0
B101,737
,0
,0
D45,740
C46,741
B57 B59 B63 B66,311
,0
,0
B22,540
,0
,0
D30,748
,0
,0
E121,751
,0
,0
,0
,0
,0
,0
,0
B77,257
,0
,0
,0
B96 B98,390
,0
D11,765
,0
,0
,0
,0
,0
,0
E77,772
,0
,0
,0
F38,776
,0
,0
B3,779
,0
B20,690
D6,782
,0
,0
,0
,0
,0
,0
B82 B84,789
,0
,0
,0
,0
,0
,0
D17,796
,0
,0
,0
,0
,0
B96 B98,390
,0
,0
,0
A36,806
,0
,0
E8,724
,0
,0
,0
,0
,0
B102,815
,0
,0
,0
,0
B69,820
,0
,0
E121,751
,0
,0
,0
,0
,0
B28,61
,0
,0
,0
,0
,0
E49,835
,0
,0
,0
C47,839
,0
,0
,0
,0
,0
,0
,0
,0
,0
C92,453
,0
,0
,0
D28,853
,0
,0
,0
E17,857
,0
,0
,0
,0
D17,796
,0
,0
,0
,0
A24,867
,0
,0
,0
D35,248
B51 B53 B55,679
,0
,0
,0
,0
,0
,0
C50,879
,0
,0
,0
,0
,0
,0
,0
B42,887
,0
C148,889
,0
